user_code,date,company,restaurant,price_paid,delivery_charge,packing_charge,district,state,zone
13134,22-02-2019,beta,Udupi Ruchi,225,0,0,Mysore,KARNATAKA,SOUTH
33751,22-02-2019,beta,Rasoi Wala - Pure Veg,110,0,0,Lucknow,UTTAR PRADESH,NORTH
38862,22-02-2019,beta,Gupta Chat Counter - Matunga,29,0,0,Mumbai,MAHARASHTRA,WEST
41746,22-02-2019,beta,Mejwani Thali,95,0,0,Aurangabad,MAHARASHTRA,WEST
48509,22-02-2019,beta,Soul Handi - Viman Nagar,49,0,0,Pune,MAHARASHTRA,WEST
60202,22-02-2019,beta,The Noshery,125.25,0,0,Pune,MAHARASHTRA,WEST
64344,22-02-2019,beta,Sree Sabaree's - Pishop Complex,157,0,0,Madurai,TAMIL NADU,SOUTH
69870,22-02-2019,beta,Brahmin's Thatte Idli - RT Nagar,63.3,0,0,Bangalore,KARNATAKA,SOUTH
70714,22-02-2019,beta,Hotel Aryaas - Kakkanad,75.48,0,0,Ernakulam,KERALA,SOUTH
144,22-02-2019,gamma,KFC,344.97,10,33.3,Chennai,TAMIL NADU,SOUTH
420,22-02-2019,gamma,Biryani Pot,198,0,0,Bangalore,KARNATAKA,SOUTH
420,22-02-2019,gamma,Biryani Junction,206.32,10,14.77,Bangalore,KARNATAKA,SOUTH
13699,22-02-2019,gamma,Hotel Shabari,80,0,0,Nashik,MAHARASHTRA,WEST
39290,22-02-2019,gamma,New Tandoori Nights,110,10,0,North 24 Parganas,WEST BENGAL,EAST
39808,22-02-2019,gamma,New Sagar Restaurant & Bakers,370,20,0,Hyderabad,ANDHRA PRADESH,SOUTH
64983,22-02-2019,gamma,Punjabi Tadka,106.05,10,0,Jaipur,RAJASTHAN,NORTH
73900,22-02-2019,gamma,Toddy's,109,10,0,Bokaro,JHARKHAND,EAST
82,23-02-2019,alpha,Pasta Street,536,0,0,Bangalore,KARNATAKA,SOUTH
171,23-02-2019,alpha,hotel city park,525,0,0,Kanchipuram,TAMIL NADU,SOUTH
376,23-02-2019,alpha,Punjab kings,383,20,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
502,23-02-2019,alpha,A2B Veg,49,0,0,Bangalore,KARNATAKA,SOUTH
506,23-02-2019,alpha,The Royal's Biryani,335,0,0,Chennai,TAMIL NADU,SOUTH
541,23-02-2019,alpha,Karachi Bakery,130,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
623,23-02-2019,alpha,Subway,123,0,25,Gurgaon,HARYANA,NORTH
3736,23-02-2019,alpha,Sunil Momos.Com,116,0,0,North West Delhi,DELHI,NORTH
4739,23-02-2019,alpha,Chicken Shawarma Hub,99,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
6846,23-02-2019,alpha,Nirmal Food Plaza,225,0,15,Kolkata,WEST BENGAL,EAST
8016,23-02-2019,alpha,@49,160,20,0,Kolkata,WEST BENGAL,EAST
8240,23-02-2019,alpha,Haldirams-CIT Road,320,20,0,Kolkata,WEST BENGAL,EAST
9089,23-02-2019,alpha,Hotel Rajpath,257,15,0,Ahmedabad,GUJARAT,WEST
9089,23-02-2019,alpha,Pizza Hut,283,15,0,Ahmedabad,GUJARAT,WEST
9567,23-02-2019,alpha,Mio Amore,78,20,5,Kolkata,WEST BENGAL,EAST
9607,23-02-2019,alpha,Shiraz Golden Restaurant,894,20,0,Bangalore,KARNATAKA,SOUTH
9851,23-02-2019,alpha,Pithe Bilashi,99,0,0,Kolkata,WEST BENGAL,EAST
10088,23-02-2019,alpha,Sri Sampoorna Hotel,118,35,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
15278,23-02-2019,alpha,Kings Plaza Restaurant,144,50,0,Hyderabad,ANDHRA PRADESH,SOUTH
15278,23-02-2019,alpha,Kings Plaza Restaurant,103,50,0,Hyderabad,ANDHRA PRADESH,SOUTH
15278,23-02-2019,alpha,Kings Plaza Restaurant,172,35,0,Hyderabad,ANDHRA PRADESH,SOUTH
16373,23-02-2019,alpha,Shivsu chinese restuarant,120,0,0,Mumbai,MAHARASHTRA,WEST
51668,23-02-2019,alpha,Meridian Restaurant,562,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
54640,23-02-2019,alpha,Truffles,142,0,10,Bangalore,KARNATAKA,SOUTH
57289,23-02-2019,alpha,Taste Of China,310,10,14,Khorda,ODISHA,EAST
57455,23-02-2019,alpha,Kritunga Restaurant,263,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
63691,23-02-2019,alpha,Indore Foods,80,20,0,Pune,MAHARASHTRA,WEST
64217,23-02-2019,alpha,Faasos,99,0,0,Bangalore,KARNATAKA,SOUTH
64326,23-02-2019,alpha,A2B - Adyar A0da Bhavan,133,0,0,Bangalore,KARNATAKA,SOUTH
70123,23-02-2019,alpha,Ricos,730,0,0,North Delhi,DELHI,NORTH
70123,23-02-2019,alpha,MR.SUB,282,0,10,North Delhi,DELHI,NORTH
70392,23-02-2019,alpha,Dilli Se,99,0,0,Bangalore,KARNATAKA,SOUTH
70392,23-02-2019,alpha,Cinnamon,130,0,0,Bangalore,KARNATAKA,SOUTH
70657,23-02-2019,alpha,The Tandoori Hut,755,20,0,Ghaziabad,UTTAR PRADESH,NORTH
70929,23-02-2019,alpha,Punjabi Tadka,672,0,0,West Delhi,DELHI,NORTH
74854,23-02-2019,alpha,Food At Night,209,0,0,Pune,MAHARASHTRA,WEST
80089,23-02-2019,alpha,Oh Teri! Indian Kitchen,316,0,0,Bangalore,KARNATAKA,SOUTH
80180,23-02-2019,alpha,JR Jana Veg Restaurant,513,40,0,Kanchipuram,TAMIL NADU,SOUTH
80405,23-02-2019,alpha,Mealer.in,269,0,15.3,Bangalore,KARNATAKA,SOUTH
63,23-02-2019,alpha,Veeras besst Hotel,130,0,0,Kanchipuram,TAMIL NADU,SOUTH
1430,23-02-2019,alpha,Domino's Pizza,300,0,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
1646,23-02-2019,alpha,Hotel Bharathi Bhavan,92,0,0,Kanchipuram,TAMIL NADU,SOUTH
2032,23-02-2019,alpha,Hangout Cakes & More,266,0,0,Mumbai,MAHARASHTRA,WEST
5436,23-02-2019,alpha,Pizza da Dhaba,74,0,0,Thane,MAHARASHTRA,WEST
6011,23-02-2019,alpha,Meezzaah (Me and Mera Pizza),158,0,0,Kanpur Nagar,UTTAR PRADESH,NORTH
6182,23-02-2019,alpha,Nathu's PastryShop,320,0,0,Central Delhi,DELHI,NORTH
12196,23-02-2019,alpha,Sandwich Square,88,0,0,Chennai,TAMIL NADU,SOUTH
13520,23-02-2019,alpha,Nawaz Biryani,360,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
16915,23-02-2019,alpha,Alladin Restaurant,277,0,0,Pune,MAHARASHTRA,WEST
17025,23-02-2019,alpha,Dosa Hut Multicuisine Restaurant,108,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
20055,23-02-2019,alpha,New Bal Gopal Pure Veg Bhojanalya,115,0,0,East Delhi,DELHI,NORTH
31956,23-02-2019,alpha,Kesariya Sweet & Restaurant,110,0,0,North West Delhi,DELHI,NORTH
32057,23-02-2019,alpha,Central Prabhu,98,0,0,Mumbai,MAHARASHTRA,WEST
32405,23-02-2019,alpha,Aggarwal Bikaneri Sweets,79,0,0,South Delhi,DELHI,NORTH
36720,23-02-2019,alpha,The Kitchen Restaurant,64,0,0,Lucknow,UTTAR PRADESH,NORTH
44101,23-02-2019,alpha,Ashray Sweets And Bakery,398,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
45720,23-02-2019,alpha,Royal Firdous since 1979 (Aerodrome Circle),95,0,0,Kota,RAJASTHAN,NORTH
46057,23-02-2019,alpha,Sri Anjaneya Restaurant,473,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
46472,23-02-2019,alpha,Ghuma Ghumalu,95,0,0,Kanchipuram,TAMIL NADU,SOUTH
49222,23-02-2019,alpha,SFC Restaurant,62,0,0,Chittoor,ANDHRA PRADESH,SOUTH
51760,23-02-2019,alpha,Hatti Kaapi,147,0,0,Bangalore,KARNATAKA,SOUTH
51760,23-02-2019,alpha,Baskin Robbins,269,0,0,Bangalore,KARNATAKA,SOUTH
51760,23-02-2019,alpha,Momoz,297,0,0,Bangalore,KARNATAKA,SOUTH
51772,23-02-2019,alpha,Born South,71,0,0,Khorda,ODISHA,EAST
52651,23-02-2019,alpha,Shahi Darbar,67,0,0,Ranchi,JHARKHAND,EAST
53085,23-02-2019,alpha,Burger King,139,0,0,Gandhi Nagar,GUJARAT,WEST
53332,23-02-2019,alpha,Shrevita's,68,0,0,Lucknow,UTTAR PRADESH,NORTH
53335,23-02-2019,alpha,Sham-E-Mehfil,81,0,0,Nagpur,MAHARASHTRA,WEST
54903,23-02-2019,alpha,15 A.D,102,0,0,Jodhpur,RAJASTHAN,NORTH
64447,23-02-2019,alpha,Rajdhani Nonveg Center,145,0,0,Lucknow,UTTAR PRADESH,NORTH
64451,23-02-2019,alpha,RVO Pizza Bistro,85,0,0,Rajkot,GUJARAT,WEST
65770,23-02-2019,alpha,RAJA CHICKEN,138,0,0,Surat,GUJARAT,WEST
67667,23-02-2019,alpha,Snack Shack,145,0,0,Lucknow,UTTAR PRADESH,NORTH
69644,23-02-2019,alpha,Paradise Hotel,71,0,0,Ernakulam,KERALA,SOUTH
69876,23-02-2019,alpha,McDonald's,1240,0,0,Coimbatore,TAMIL NADU,SOUTH
69902,23-02-2019,alpha,Shiv Sagar,268,0,0,Mumbai,MAHARASHTRA,WEST
69921,23-02-2019,alpha,Ibaco,293,0,0,Pune,MAHARASHTRA,WEST
69921,23-02-2019,alpha,Ibaco,293,0,0,Pune,MAHARASHTRA,WEST
70255,23-02-2019,alpha,Shokeen Rolls,93,0,0,Pune,MAHARASHTRA,WEST
74300,23-02-2019,alpha,R.S Bhojnalaya,57,0,0,Kanpur Nagar,UTTAR PRADESH,NORTH
9707,23-02-2019,beta,Royal Spoon,53.5,0,0,Kolkata,WEST BENGAL,EAST
9966,23-02-2019,beta,Majeed's - DLF Phase 2,104.22,0,0,Gurgaon,HARYANA,NORTH
11921,23-02-2019,beta,Kritunga - Kundanahalli,160.4,0,0,Bangalore,KARNATAKA,SOUTH
15156,23-02-2019,beta,MMA Kebabs & Rolls - Indiranagar,80.63,0,0,Bangalore,KARNATAKA,SOUTH
20515,23-02-2019,beta,Amrit Sweets,52,0,0,Rupnagar,PUNJAB,NORTH
20555,23-02-2019,beta,Shakti - The Sandwich Shop - Law Garden,128,0,0,Ahmedabad,GUJARAT,WEST
35291,23-02-2019,beta,London Bubble Co. - Thakur Village,173.8,0,0,Mumbai,MAHARASHTRA,WEST
51222,23-02-2019,beta,The Tasty Tiffin,49,0,0,Pune,MAHARASHTRA,WEST
51222,23-02-2019,beta,Chaitanya Paranthas - Kharadi,111.32,0,0,Pune,MAHARASHTRA,WEST
69528,23-02-2019,beta,Sangeetha - T Nagar,62.35,0,0,Chennai,TAMIL NADU,SOUTH
70869,23-02-2019,beta,Amritsari Kulcha Junction,337.6,0,0,Mumbai,MAHARASHTRA,WEST
71380,23-02-2019,beta,Salem RR Biryani Unavagam - Ramapuram,142.3,0,0,Tiruvallur,TAMIL NADU,SOUTH
72948,23-02-2019,beta,Phulke Ghar Ke,59.4,0,0,Bangalore,KARNATAKA,SOUTH
77424,23-02-2019,beta,King's Palace,63.5,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
144,23-02-2019,gamma,KFC,504.97,20,33.3,Chennai,TAMIL NADU,SOUTH
355,23-02-2019,gamma,Hotel Kohinoor,70,10,0,Bardhaman,WEST BENGAL,EAST
8111,23-02-2019,gamma,Cassoulet Restaurant,95,20,0,North 24 Parganas,WEST BENGAL,EAST
9427,23-02-2019,gamma,Veggie's Kitchen,75,15,0,South Delhi,DELHI,NORTH
13699,23-02-2019,gamma,Hotel Shabari,85,0,0,Nashik,MAHARASHTRA,WEST
19928,23-02-2019,gamma,Papa Veg Chinese Food,60,0,0,West Delhi,DELHI,NORTH
20866,23-02-2019,gamma,Flames Mini Restaurant,190,10,0,East Godavari,ANDHRA PRADESH,SOUTH
24237,23-02-2019,gamma,Clash of Snacks,110,10,0,North West Delhi,DELHI,NORTH
39290,23-02-2019,gamma,Cassoulet Restaurant,65,20,0,North 24 Parganas,WEST BENGAL,EAST
45485,23-02-2019,gamma,Chalte Firte Momos & Special Foods,119,20,0,North West Delhi,DELHI,NORTH
45485,23-02-2019,gamma,Chalte Firte Momos & Special Foods,119,20,0,North West Delhi,DELHI,NORTH
60202,23-02-2019,gamma,Marz-O-Rin,191.02,15,0,Pune,MAHARASHTRA,WEST
69889,23-02-2019,gamma,Upsouth,150.7,10,0,Pune,MAHARASHTRA,WEST
70748,23-02-2019,gamma,China Villa,357.7,20,0,Mumbai,MAHARASHTRA,WEST
227,24-02-2019,alpha,Aryaas,160,15,0,Ernakulam,KERALA,SOUTH
241,24-02-2019,alpha,hotel city park,126,0,0,Kanchipuram,TAMIL NADU,SOUTH
318,24-02-2019,alpha,Apoorva's Sangeetha Veg,268,20,0,Chennai,TAMIL NADU,SOUTH
384,24-02-2019,alpha,Chettinad Vilasam,240,0,0,Pondicherry,PONDICHERRY,SOUTH
420,24-02-2019,alpha,Zippy,79,0,0,Bangalore,KARNATAKA,SOUTH
433,24-02-2019,alpha,Burger King,119,0,29,West Delhi,DELHI,NORTH
541,24-02-2019,alpha,Egg Stop,69,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
590,24-02-2019,alpha,The red box,437,0,0,Kanchipuram,TAMIL NADU,SOUTH
623,24-02-2019,alpha,Domino's Pizza,664,0,0,Gurgaon,HARYANA,NORTH
1136,24-02-2019,alpha,New Chinese Hut,80,20,0,North Delhi,DELHI,NORTH
1136,24-02-2019,alpha,New Chinese Hut,70,20,0,North Delhi,DELHI,NORTH
2652,24-02-2019,alpha,The Ultimate Taste,110,0,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
6716,24-02-2019,alpha,A-1 Chicken Pakoda,140,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
6846,24-02-2019,alpha,Quality Fried Chicken,129,35,0,Kolkata,WEST BENGAL,EAST
6846,24-02-2019,alpha,Aami bangali,223,0,14,Kolkata,WEST BENGAL,EAST
8810,24-02-2019,alpha,Mitra Cafe-Golpark,178,20,0,Kolkata,WEST BENGAL,EAST
9089,24-02-2019,alpha,Pizza Hut,283,15,0,Ahmedabad,GUJARAT,WEST
9388,24-02-2019,alpha,Tandoor-e-Punjab,440,20,24,Kolkata,WEST BENGAL,EAST
9976,24-02-2019,alpha,Pizza Hut,1163,0,0,Bangalore,KARNATAKA,SOUTH
10952,24-02-2019,alpha,Gundu Palav - SGS Non Veg,75,20,10,Bangalore,KARNATAKA,SOUTH
16373,24-02-2019,alpha,Shivsu chinese restuarant,105,35,0,Mumbai,MAHARASHTRA,WEST
18084,24-02-2019,alpha,spes restarant,90,0,0,Pondicherry,PONDICHERRY,SOUTH
19938,24-02-2019,alpha,Cafe Zam Zam,288,20,5,Pune,MAHARASHTRA,WEST
32965,24-02-2019,alpha,RDX by Rajinder Da Dhaba,368,20,0,South West Delhi,DELHI,NORTH
35089,24-02-2019,alpha,Singla's,168,0,10,East Delhi,DELHI,NORTH
38625,24-02-2019,alpha,Paradise Biryani,1367,0,7,Bangalore,KARNATAKA,SOUTH
42828,24-02-2019,alpha,Cafe Istaa,200,0,0,Mumbai,MAHARASHTRA,WEST
42942,24-02-2019,alpha,Homely,78,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
46070,24-02-2019,alpha,Brahma Garden,297,20,30,Pune,MAHARASHTRA,WEST
64217,24-02-2019,alpha,FreshMenu,130,0,10,Bangalore,KARNATAKA,SOUTH
64217,24-02-2019,alpha,Momo Jojo,126,0,10,Bangalore,KARNATAKA,SOUTH
64224,24-02-2019,alpha,The Rasoiya Street,514,0,31,Bangalore,KARNATAKA,SOUTH
64326,24-02-2019,alpha,FreshMenu,297,0,20,Bangalore,KARNATAKA,SOUTH
69560,24-02-2019,alpha,Bhartiya Jalpan,192,20,4,Bangalore,KARNATAKA,SOUTH
74244,24-02-2019,alpha,Apsara Ice cream,83,0,15,Bangalore,KARNATAKA,SOUTH
74607,24-02-2019,alpha,Cafe Terra,514,20,21,Bangalore,KARNATAKA,SOUTH
74607,24-02-2019,alpha,Cream Stone,439,20,20,Bangalore,KARNATAKA,SOUTH
78304,24-02-2019,alpha,Novelty Dairy & Stores,310,0,0,New Delhi,DELHI,NORTH
78304,24-02-2019,alpha,Filmy Rolls,350,0,0,South West Delhi,DELHI,NORTH
78304,24-02-2019,alpha,Mr.Chow Man,1596,0,0,South West Delhi,DELHI,NORTH
78304,24-02-2019,alpha,Mr.Chow Man,1313,0,0,South West Delhi,DELHI,NORTH
78627,24-02-2019,alpha,Godavari Snacks,161,20,10,Pune,MAHARASHTRA,WEST
80108,24-02-2019,alpha,Ruchi Foods Pure Veg,308,20,0,Raigarh(MH),MAHARASHTRA,WEST
80180,24-02-2019,alpha,Benares Foods,506,20,27,Kanchipuram,TAMIL NADU,SOUTH
80405,24-02-2019,alpha,Art Of Delight,220,0,10,Bangalore,KARNATAKA,SOUTH
51,24-02-2019,alpha,JR Jana Veg Restaurant,147,0,0,Kanchipuram,TAMIL NADU,SOUTH
51,24-02-2019,alpha,Guntur Gongura,238,0,0,Kanchipuram,TAMIL NADU,SOUTH
51,24-02-2019,alpha,Guntur Gongura,238,0,0,Kanchipuram,TAMIL NADU,SOUTH
566,24-02-2019,alpha,Shree A0dhaas,592,0,0,Coimbatore,TAMIL NADU,SOUTH
1671,24-02-2019,alpha,Baweja's Burger Xpress,130,0,0,Faridabad,HARYANA,NORTH
1802,24-02-2019,alpha,Prem di Hatti,203,0,0,South Delhi,DELHI,NORTH
2569,24-02-2019,alpha,The Tummy Section,324,0,0,West Delhi,DELHI,NORTH
2760,24-02-2019,alpha,Domino's Pizza,208,0,0,Mumbai,MAHARASHTRA,WEST
5436,24-02-2019,alpha,Meraki,92,0,0,Thane,MAHARASHTRA,WEST
5742,24-02-2019,alpha,Master Chef Restaurant,90,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
6228,24-02-2019,alpha,Season 9,125,0,0,Ahmedabad,GUJARAT,WEST
10931,24-02-2019,alpha,Zafran Restaurant Veg & Nonveg,70,0,0,Mysore,KARNATAKA,SOUTH
12979,24-02-2019,alpha,Bombay Juice,125,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
17880,24-02-2019,alpha,Kamal's Sweets & Restaurant,175,0,0,East Delhi,DELHI,NORTH
22918,24-02-2019,alpha,Bombay Tiffanys Annexe,138,0,0,Mysore,KARNATAKA,SOUTH
32057,24-02-2019,alpha,Banjara Dhaba,118,0,0,Mumbai,MAHARASHTRA,WEST
32405,24-02-2019,alpha,Butter Fresh,70,0,0,South Delhi,DELHI,NORTH
32422,24-02-2019,alpha,Ruchi Veg Restaurant,110,0,0,Mumbai,MAHARASHTRA,WEST
32551,24-02-2019,alpha,NIC Natural Ice Cream,65,0,0,Mumbai,MAHARASHTRA,WEST
45137,24-02-2019,alpha,AFC American Fried Chicken,165,0,0,Pune,MAHARASHTRA,WEST
48318,24-02-2019,alpha,Flavours Of South,180,0,0,East Delhi,DELHI,NORTH
48905,24-02-2019,alpha,Natkhat Bakers,264,0,0,West Delhi,DELHI,NORTH
51760,24-02-2019,alpha,UBQ by Barbeque Nation,219,0,0,Bangalore,KARNATAKA,SOUTH
51760,24-02-2019,alpha,Hatti Kaapi,147,0,0,Bangalore,KARNATAKA,SOUTH
51844,24-02-2019,alpha,Uma Parlour,75,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
51844,24-02-2019,alpha,Grand Alpha,52,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
52950,24-02-2019,alpha,Cafe Unplugged,63,0,0,Kota,RAJASTHAN,NORTH
53204,24-02-2019,alpha,Foodoo Pizza,98,0,0,Kanpur Nagar,UTTAR PRADESH,NORTH
53335,24-02-2019,alpha,Sham-E-Mehfil,118,0,0,Nagpur,MAHARASHTRA,WEST
55276,24-02-2019,alpha,HOTEL INAYAT CAFE,78,0,0,Nashik,MAHARASHTRA,WEST
68209,24-02-2019,alpha,Domino's Pizza,208,0,0,Jaipur,RAJASTHAN,NORTH
68209,24-02-2019,alpha,Domino's Pizza,208,0,0,Jaipur,RAJASTHAN,NORTH
68595,24-02-2019,alpha,The Pizza Square,201,0,0,Jaipur,RAJASTHAN,NORTH
69644,24-02-2019,alpha,Galaxy Family Restaurant,75,0,0,Ernakulam,KERALA,SOUTH
70462,24-02-2019,alpha,Hotel Chola,224,0,0,Coimbatore,TAMIL NADU,SOUTH
70581,24-02-2019,alpha,Egg Stop,59,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
70581,24-02-2019,alpha,Pop O'Bob - Premium Bubble Tea,49,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
77056,24-02-2019,alpha,William John's pizza,112,0,0,Ahmedabad,GUJARAT,WEST
80224,24-02-2019,alpha,Hotel Saravana Bhavan,106,0,0,Kanchipuram,TAMIL NADU,SOUTH
227,24-02-2019,beta,Hotel Aryaas - Kakkanad,49.02,0,0,Ernakulam,KERALA,SOUTH
3738,24-02-2019,beta,BTW - Kirti Nagar,70.9,0,0,West Delhi,DELHI,NORTH
4305,24-02-2019,beta,Faasos - Opera House,75,0,0,Mumbai,MAHARASHTRA,WEST
4305,24-02-2019,beta,Sbarro - Sterling Theatre,61.45,0,0,Mumbai,MAHARASHTRA,WEST
4849,24-02-2019,beta,Bagga Sweets,60,0,0,Nashik,MAHARASHTRA,WEST
6326,24-02-2019,beta,Shrimant Misal,97,0,0,Pune,MAHARASHTRA,WEST
6651,24-02-2019,beta,Sagar Gaire - Arera colony,59.6,0,0,Bhopal,MADHYA PRADESH,WEST
7824,24-02-2019,beta,Cafe Bahar - Since 1973,79.99,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
9707,24-02-2019,beta,Haldirams Prabhuji - Barabazar,73.25,0,0,Kolkata,WEST BENGAL,EAST
11979,24-02-2019,beta,Meghana Foods - Marathahalli,181.4,0,10.5,Bangalore,KARNATAKA,SOUTH
13933,24-02-2019,beta,Mehfil Restaurant - Nizampet,50.37,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14098,24-02-2019,beta,Onesta - Gandhi Bazaar,138.9,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-02-2019,beta,Vijayalakshmi Veg - Tilak Nagar,54,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-02-2019,beta,Jashn Hyderabadi Bawarchi - New BEL Road,92.5,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-02-2019,beta,Mehfil Restaurant - Malleshwaram,105,0,0,Bangalore,KARNATAKA,SOUTH
15156,24-02-2019,beta,Chai Point - HSR Layout,63.58,0,0,Bangalore,KARNATAKA,SOUTH
15738,24-02-2019,beta,Shibani Food Express,59,0,0,Thane,MAHARASHTRA,WEST
25686,24-02-2019,beta,Natural Ice Cream - Jubilee Hills,119,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
25686,24-02-2019,beta,Shah Ghouse Hotel & Restaurant - Gachibowli,100.5,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
28845,24-02-2019,beta,Shri Hari Pavitra Bhojnalaya,65.01,0,0,Jaipur,RAJASTHAN,NORTH
38862,24-02-2019,beta,Gupta Chat Centre - Matunga Station,91,0,0,Mumbai,MAHARASHTRA,WEST
38862,24-02-2019,beta,Aditi Fast Food - Malad,111.85,0,0,Mumbai,MAHARASHTRA,WEST
40291,24-02-2019,beta,Alpha Hotel,80.5,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
45090,24-02-2019,beta,Riyan Mughlai Restaurant,75.5,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
47004,24-02-2019,beta,Affetto Cafe,143.8,0,0,Jaipur,RAJASTHAN,NORTH
47014,24-02-2019,beta,Bombay Blast,129,0,0,North West Delhi,DELHI,NORTH
48509,24-02-2019,beta,Tasty Punjab,116,0,0,Pune,MAHARASHTRA,WEST
48868,24-02-2019,beta,Sukkubhai Biriyani,75,0,0,Chennai,TAMIL NADU,SOUTH
51021,24-02-2019,beta,Kanha - C Scheme,148.75,0,0,Jaipur,RAJASTHAN,NORTH
51021,24-02-2019,beta,Kanha - C Scheme,70,0,0,Jaipur,RAJASTHAN,NORTH
51222,24-02-2019,beta,The Tasty Tiffin,57,0,0,Pune,MAHARASHTRA,WEST
51222,24-02-2019,beta,The Tasty Tiffin,49,0,0,Pune,MAHARASHTRA,WEST
51222,24-02-2019,beta,Chaitanya Paranthas - Kharadi,111.32,0,0,Pune,MAHARASHTRA,WEST
57474,24-02-2019,beta,Rattilal's Aliganj,46,0,0,Lucknow,UTTAR PRADESH,NORTH
57474,24-02-2019,beta,Rattilal's Aliganj,28,0,0,Lucknow,UTTAR PRADESH,NORTH
59590,24-02-2019,beta,Janta Sweet Home - Station Road,135,0,0,Jodhpur,RAJASTHAN,NORTH
65816,24-02-2019,beta,Hotel Raaj Bhaavan - Nungambakkam,69,0,0,Chennai,TAMIL NADU,SOUTH
67032,24-02-2019,beta,Dhadoom - Vaishali Nagar,69.85,0,0,Jaipur,RAJASTHAN,NORTH
67848,24-02-2019,beta,Muhammad Olive Non Veg. Restaurant,60,0,0,Jaipur,RAJASTHAN,NORTH
69870,24-02-2019,beta,Matru Sagar,65.4,0,0,Bangalore,KARNATAKA,SOUTH
69902,24-02-2019,beta,Aditi Fast Food & Restaurant - Vile Parle East,49.9,0,0,Mumbai,MAHARASHTRA,WEST
79668,24-02-2019,beta,Agra Sweets Banjara - Gachibowli,946,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
420,24-02-2019,gamma,A2B - Adyar A0da Bhavan,136,20,0,Bangalore,KARNATAKA,SOUTH
8016,24-02-2019,gamma,New Paul Dhaba Veggie Hub,200.75,10,15,Kolkata,WEST BENGAL,EAST
8111,24-02-2019,gamma,Foodie,80,10,0,North 24 Parganas,WEST BENGAL,EAST
9572,24-02-2019,gamma,India Restaurant,99.1,10,0,Kolkata,WEST BENGAL,EAST
60202,24-02-2019,gamma,Kerala Cafe,247.5,15,0,Pune,MAHARASHTRA,WEST
69669,24-02-2019,gamma,Leon Grill,157.7,20,0,Bangalore,KARNATAKA,SOUTH
71121,24-02-2019,gamma,Friendzone Fried Chicken,60,10,0,Howrah,WEST BENGAL,EAST
227,25-02-2019,alpha,Chennai A0da Bhavan,82,0,12,Ernakulam,KERALA,SOUTH
241,25-02-2019,alpha,Aasife & Brothers,295,0,0,Kanchipuram,TAMIL NADU,SOUTH
241,25-02-2019,alpha,Hotel Junior Kuppanna,397,0,18,Kanchipuram,TAMIL NADU,SOUTH
271,25-02-2019,alpha,Salem RR Briyani Unvagam,190,20,0,Kanchipuram,TAMIL NADU,SOUTH
297,25-02-2019,alpha,eatsomnia,157,0,5,Bangalore,KARNATAKA,SOUTH
318,25-02-2019,alpha,Apoorva's Sangeetha Veg,108,35,0,Chennai,TAMIL NADU,SOUTH
322,25-02-2019,alpha,Hyderabad Biryani House,265,10,0,Nilgiris,TAMIL NADU,SOUTH
322,25-02-2019,alpha,Hyderabad Biryani House,741,10,0,Nilgiris,TAMIL NADU,SOUTH
590,25-02-2019,alpha,Guntur Gongura,156,0,10,Kanchipuram,TAMIL NADU,SOUTH
623,25-02-2019,alpha,Chai Peeni hai,104,0,7,Gurgaon,HARYANA,NORTH
623,25-02-2019,alpha,Angeethi,131,0,0,Gurgaon,HARYANA,NORTH
1927,25-02-2019,alpha,Big Red Deliveries,68,0,50,North West Delhi,DELHI,NORTH
